# File: A_OutputsByTech.csv,,,,,,,,,
China,H2 pipeline,H2 pipeline,H2 pipeline,H2 pipeline,0,0,0,0,EJ
China,H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 retail delivery,0,0,0,0,EJ
China,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,0,0,0,0,EJ
China,H2 wholesale delivery,H2 liquid truck,H2 wholesale delivery,H2 liquid truck,0,0,0,0,EJ
China,H2 wholesale delivery,H2 pipeline,H2 wholesale delivery,H2 pipeline,0,0,0,0,EJ
China,H2 wholesale dispensing,H2 delivery,H2 wholesale dispensing,H2 liquid truck,0,0,0,0,EJ
China,H2 wholesale dispensing,H2 delivery,H2 wholesale dispensing,H2 pipeline,0,0,0,0,EJ
China,H2 wholesale dispensing,forecourt production,H2 wholesale dispensing,electrolysis,0,0,0,0,EJ
China,H2 wholesale dispensing,forecourt production,H2 wholesale dispensing,natural gas steam reforming,0,0,0,0,EJ
China,agricultural energy use,mobile,agricultural energy use,electricity,0,0,0,0,EJ
China,agricultural energy use,mobile,agricultural energy use,hydrogen,0,0,0,0,EJ
China,agricultural energy use,mobile,agricultural energy use,refined liquids,0.473321,0.487657,0.467378,0.590329,EJ
China,agricultural energy use,stationary,agricultural energy use,coal,0.370541,0.345759,0.409613,0.503522,EJ
China,agricultural energy use,stationary,agricultural energy use,electricity,0.149176,0.27942,0.353222,0.378021,EJ
China,agricultural energy use,stationary,agricultural energy use,gas,0.00359159,0,0.00156295,0.00295306,EJ
China,agricultural energy use,stationary,agricultural energy use,heat,0,5.44E-04,9.21E-04,0.0010465,EJ
China,agricultural energy use,stationary,agricultural energy use,refined liquids,0.11833,0.121914,0.116844,0.147582,EJ
China,backup_electricity,gas,backup_electricity,gas (steam/CT),0,0,0,0,EJ
China,chemical,chemical,chemical,chemical,1.71052,4.87887,7.20164,9.50496,EJ
China,chemical energy use,coal,chemical energy use,coal,0.450647,1.70904,2.20673,2.78397,EJ
China,chemical energy use,electricity,chemical energy use,electricity,0.293587,0.905641,1.32623,1.97445,EJ
China,chemical energy use,gas,chemical energy use,gas,0,0.0920458,0.229925,0.341038,EJ
China,chemical energy use,heat,chemical energy use,heat,0.194984,0.54012,0.762019,1.12603,EJ
China,chemical energy use,hydrogen,chemical energy use,hydrogen,0,0,0,0,EJ
China,chemical energy use,refined liquids,chemical energy use,refined liquids,0.106392,0.154705,0.700456,0.430457,EJ
China,chemical feedstocks,gas,chemical feedstocks,gas,0.1202,0.168946,0.135703,0.237245,EJ
China,chemical feedstocks,refined liquids,chemical feedstocks,refined liquids,0.544713,1.30838,1.84058,2.61177,EJ
China,comm cooling,electricity,comm cooling,electricity,0.0908623,0.586863,1.11122,2.06222,EJ
China,comm heating,coal,comm heating,coal,0.231606,0.355135,0.426367,0.521905,EJ
China,comm heating,district heat,comm heating,district heat,0.00817881,0.0441767,0.0796014,0.134625,EJ
China,comm heating,electricity,comm heating,electricity,0.00369113,0.0221234,0.0408598,0.0739623,EJ
China,comm heating,gas,comm heating,gas,0.00879466,0.0804761,0.124105,0.226413,EJ
China,comm heating,gas,comm heating,hydrogen,0,0,0,0,EJ
China,comm heating,refined liquids,comm heating,refined liquids,0.0777964,0.171656,0.243716,0.298821,EJ
China,comm others,biomass,N/A,biomass,2.31E-04,1.06E-04,6.42E-05,8.44E-05,EJ
China,comm others,biomass,comm others,biomass,1.01E-04,4.91E-05,3.09E-05,4.21E-05,EJ
China,comm others,coal,N/A,coal,0.144303,0.209133,0.241627,0.285145,EJ
China,comm others,coal,comm others,coal,0.0841907,0.129095,0.154988,0.189717,EJ
China,comm others,district heat,N/A,district heat,0.00100035,0.0051884,0.00903898,0.0148066,EJ
China,comm others,district heat,comm others,district heat,0.00132673,0.0071663,0.0129128,0.0218387,EJ
China,comm others,electricity,comm others,electricity,0.0586186,0.362021,0.675323,1.2347,EJ
China,comm others,gas,N/A,gas,0.00230294,0.0196307,0.0289779,0.0507083,EJ
China,comm others,gas,N/A,hydrogen,0,0,0,0,EJ
China,comm others,gas,comm others,gas,0.00199562,0.0182611,0.0281612,0.0513762,EJ
China,comm others,gas,comm others,hydrogen,0,0,0,0,EJ
China,comm others,refined liquids,comm others,refined liquids,0.0291015,0.0642118,0.0911674,0.111781,EJ
China,construction,construction,construction,construction,0.272401,0.657396,1.21891,1.69601,EJ
China,construction energy use,mobile,construction energy use,electricity,0,0,0,0,EJ
China,construction energy use,mobile,construction energy use,hydrogen,0,0,0,0,EJ
China,construction energy use,mobile,construction energy use,refined liquids,0.0592006,0.136835,0.199741,0.241474,EJ
China,construction energy use,stationary,construction energy use,coal,0.0756695,0.115362,0.13705,0.168136,EJ
China,construction energy use,stationary,construction energy use,electricity,0.0227211,0.0841805,0.174798,0.253968,EJ
China,construction energy use,stationary,construction energy use,gas,0.0318574,0.00462553,0.00360969,0.00676599,EJ
China,construction energy use,stationary,construction energy use,heat,8.79E-04,0.0046465,0.0066139,0.0090418,EJ
China,construction energy use,stationary,construction energy use,refined liquids,0.0148002,0.0342088,0.0499353,0.0603685,EJ
China,construction feedstocks,refined liquids,construction feedstocks,refined liquids,0.0672731,0.277538,0.647164,0.956259,EJ
China,csp_backup,gas,csp_backup,CSP gas hybrid mode,0,0,0,0,EJ
China,delivered biomass,delivered biomass,delivered biomass,delivered biomass,4.87E-04,0.0204782,0.0474157,0.0619417,EJ
China,delivered biomass industry,delivered biomass industry,delivered biomass industry,delivered biomass industry,2.13E-04,2.11E-04,1.72E-04,3.06E-04,EJ
China,delivered coal,delivered coal,delivered coal,delivered coal,5.24116,3.62881,3.85594,4.20682,EJ
China,delivered coal industry,delivered coal industry,delivered coal industry,delivered coal industry,9.90812,23.9393,34.8698,36.7701,EJ
China,delivered gas,delivered gas,delivered gas,delivered gas,0.0985525,0.691893,1.43973,2.07756,EJ
China,delivered gas h2,delivered gas h2,delivered gas h2,delivered gas h2,0,0,0,0,EJ
China,delivered gas transport,delivered gas transport,delivered gas transport,delivered gas transport,0,0.0615273,0.282607,0.682073,EJ
China,district heat,biomass,district heat,biomass,0,0.0161755,0.0377758,0.0493497,EJ
China,district heat,coal,district heat,coal,0.497833,0.0755191,0.226889,0.299191,EJ
China,district heat,gas,district heat,gas,0.0073004,0,0,0,EJ
China,district heat,refined liquids,district heat,refined liquids,0.120188,0.0970194,0.193065,0.157731,EJ
China,elec_CSP,CSP,elec_CSP,CSP (dry_hybrid),0,0,3.60E-06,4.86E-05,EJ
China,elec_CSP,CSP,elec_CSP,CSP (recirculating),0,0,3.60E-06,4.86E-05,EJ
China,elec_CSP_storage,CSP_storage,elec_CSP_storage,CSP_storage (dry_hybrid),0,0,0,0,EJ
China,elec_CSP_storage,CSP_storage,elec_CSP_storage,CSP_storage (recirculating),0,0,0,0,EJ
China,elec_Gen_III,Gen_III,elec_Gen_III,Gen_III (cooling pond),0,0,0,0,EJ
China,elec_Gen_III,Gen_III,elec_Gen_III,Gen_III (once through),0,0,0,0,EJ
China,elec_Gen_III,Gen_III,elec_Gen_III,Gen_III (recirculating),0,0,0,0,EJ
China,elec_Gen_III,Gen_III,elec_Gen_III,Gen_III (seawater),0,0,0,0,EJ
China,elec_Gen_II_LWR,Gen_II_LWR,elec_Gen_II_LWR,Gen_II_LWR (cooling pond),0,0.0133781,0.0186177,0.0430147,EJ
China,elec_Gen_II_LWR,Gen_II_LWR,elec_Gen_II_LWR,Gen_II_LWR (once through),0,0.0332542,0.0462781,0.106922,EJ
China,elec_Gen_II_LWR,Gen_II_LWR,elec_Gen_II_LWR,Gen_II_LWR (recirculating),0,0.139515,0.194155,0.448582,EJ
China,elec_Gen_II_LWR,Gen_II_LWR,elec_Gen_II_LWR,Gen_II_LWR (seawater),0,0.00496898,0.00691515,0.0159769,EJ
China,elec_biomass (IGCC),biomass (IGCC),elec_biomass (IGCC),biomass (IGCC) (dry cooling),0,0,0,0,EJ
China,elec_biomass (IGCC),biomass (IGCC),elec_biomass (IGCC),biomass (IGCC) (once through),0,0,0,0,EJ
China,elec_biomass (IGCC),biomass (IGCC),elec_biomass (IGCC),biomass (IGCC) (recirculating),0,0,0,0,EJ
China,elec_biomass (IGCC),biomass (IGCC),elec_biomass (IGCC),biomass (IGCC) (seawater),0,0,0,0,EJ
China,elec_biomass (conv),biomass (conv),elec_biomass (conv),biomass (conv) (cooling pond),0,0.00131039,0.00853344,0.0160507,EJ
China,elec_biomass (conv),biomass (conv),elec_biomass (conv),biomass (conv) (dry cooling),9.64E-08,0.00151819,0.00988653,0.0185959,EJ
China,elec_biomass (conv),biomass (conv),elec_biomass (conv),biomass (conv) (once through),9.64E-08,0.00325729,0.0212117,0.0398975,EJ
China,elec_biomass (conv),biomass (conv),elec_biomass (conv),biomass (conv) (recirculating),6.75E-07,0.0121473,0.0791048,0.14879,EJ
China,elec_biomass (conv),biomass (conv),elec_biomass (conv),biomass (conv) (seawater),5.78E-07,4.87E-04,0.00316958,0.00596176,EJ
China,elec_coal (IGCC),coal (IGCC),elec_coal (IGCC),coal (IGCC) (dry cooling),0,0,0,0,EJ
China,elec_coal (IGCC),coal (IGCC),elec_coal (IGCC),coal (IGCC) (once through),0,0,0,0,EJ
China,elec_coal (IGCC),coal (IGCC),elec_coal (IGCC),coal (IGCC) (recirculating),0,0,0,0,EJ
China,elec_coal (IGCC),coal (IGCC),elec_coal (IGCC),coal (IGCC) (seawater),0,0,0,0,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (cooling pond),0.111217,0.499026,0.8164,1.03489,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (dry cooling),0.0746513,0.573761,2.3356,2.95999,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (once through),0.286429,1.24993,1.17464,1.48714,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (recirculating),1.11076,4.6547,7.06275,8.9488,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (seawater),0.108065,0.248856,0.359125,0.442803,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (cooling pond),4.84E-04,0.00123959,0,0.00682128,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (dry cooling),5.60E-04,0.00201838,0,0.0082081,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (once through),0.00120199,0.00415027,0,0.017516,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (recirculating),0.00448255,0.0191318,0,0.0672377,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (seawater),1.80E-04,0.00761424,0,0.00628298,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (cooling pond),2.15E-04,0.00182019,0.0196718,0.0297854,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (dry cooling),2.49E-04,0.00296359,0.0246274,0.0358408,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (once through),5.34E-04,0.00609397,0.0522701,0.0764843,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (recirculating),0.00199052,0.0280919,0.206457,0.293596,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (seawater),7.98E-05,0.0111802,0.0298716,0.0274348,EJ
China,elec_geothermal,geothermal,elec_geothermal,geothermal (dry_hybrid),8.21E-05,1.66E-04,1.80E-04,1.80E-04,EJ
China,elec_geothermal,geothermal,elec_geothermal,geothermal (recirculating),1.23E-04,2.48E-04,2.70E-04,2.70E-04,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (dry cooling),0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (once through),0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (recirculating),0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (seawater),0,0,0,0,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),0.0126921,0.0127292,0.00374367,0.00243773,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),0.0147776,0.014777,0.00435967,0.00286219,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (once through),0.0316828,0.031695,0.00934663,0.00612906,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),0.118612,0.118385,0.0349966,0.023095,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (seawater),0.00560955,0.00508848,0.00166459,0.00137093,EJ
China,elect_td_bld,elect_td_bld,elect_td_bld,elect_td_bld,0.323758,2.03347,3.47804,5.42308,EJ
China,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0,0,0,0,EJ
China,elect_td_en,elect_td_en,elect_td_en,elect_td_en,0.0301801,0.113558,0.204751,0.282303,EJ
China,elect_td_h2,elect_td_h2,elect_td_h2,elect_td_h2,0,0,0,0,EJ
China,elect_td_ind,elect_td_ind,elect_td_ind,elect_td_ind,1.63318,5.52852,9.30804,12.4862,EJ
China,elect_td_trn,elect_td_trn,elect_td_trn,elect_td_trn,0.0226022,0.116374,0.232229,0.339984,EJ
China,electricity,biomass,electricity,biomass (IGCC),0,0,0,0,EJ
China,electricity,biomass,electricity,biomass (conv),1.45E-06,0.0187199,0.121906,0.229296,EJ
China,electricity,coal,district heat,coal (conv pul),0,2.04753,2.27591,3.06068,EJ
China,electricity,coal,electricity,coal (IGCC),0,0,0,0,EJ
China,electricity,coal,electricity,coal (conv pul),1.69113,7.22627,11.7485,14.8736,EJ
China,electricity,gas,district heat,gas (steam/CT),0,0.0407715,0.251368,0.40502,EJ
China,electricity,gas,electricity,gas (CC),0.00690792,0.0341542,0,0.106066,EJ
China,electricity,gas,electricity,gas (steam/CT),0.00306758,0.0501499,0.332898,0.463142,EJ
China,electricity,geothermal,electricity,geothermal,2.05E-04,4.14E-04,4.50E-04,4.50E-04,EJ
China,electricity,hydro,electricity,hydro,0.456446,1.42964,2.56154,4.01311,EJ
China,electricity,nuclear,electricity,Gen_III,0,0,0,0,EJ
China,electricity,nuclear,electricity,Gen_II_LWR,0,0.191116,0.265966,0.614496,EJ
China,electricity,refined liquids,electricity,refined liquids (CC),0,0,0,0,EJ
China,electricity,refined liquids,electricity,refined liquids (steam/CT),0.183374,0.182675,0.0541112,0.035895,EJ
China,electricity,solar,electricity,CSP,0,0,7.20E-06,9.71E-05,EJ
China,electricity,solar,electricity,CSP_storage,0,0,0,0,EJ
China,electricity,solar,electricity,PV,7.20E-06,3.10E-04,0.00252468,0.16113,EJ
China,electricity,solar,electricity,PV_storage,0,0,0,0,EJ
China,electricity,wind,electricity,wind,7.20E-06,0.00730147,0.160644,0.668393,EJ
China,electricity,wind,electricity,wind_offshore,0,0,0,0,EJ
China,electricity,wind,electricity,wind_storage,0,0,0,0,EJ
China,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2.17805,8.42384,14.165,19.6133,EJ
China,gas pipeline,gas pipeline,gas pipeline,gas pipeline,0.540316,1.84582,4.72527,6.99788,EJ
China,gas processing,biomass gasification,gas processing,biomass gasification,0,0.144374,0.294272,0.313533,EJ
China,gas processing,coal gasification,gas processing,coal gasification,0.0779448,0.240267,0.191777,0.298253,EJ
China,gas processing,natural gas,gas processing,natural gas,0.475348,1.49764,4.31068,6.47608,EJ
China,mining energy use,mobile,mining energy use,electricity,0,0,0,0,EJ
China,mining energy use,mobile,mining energy use,hydrogen,0,0,0,0,EJ
China,mining energy use,mobile,mining energy use,refined liquids,0.0203611,0.0378838,0.0593235,0.0955301,EJ
China,mining energy use,stationary,mining energy use,coal,0.1288,0.211858,0.377966,0.265717,EJ
China,mining energy use,stationary,mining energy use,electricity,0.0542218,0.181924,0.304161,0.376112,EJ
China,mining energy use,stationary,mining energy use,gas,0.002119,0.0139876,0.0111268,0.0332691,EJ
China,mining energy use,stationary,mining energy use,heat,0.0041441,0.0126836,0.0226881,0.0373391,EJ
China,mining energy use,stationary,mining energy use,refined liquids,0.00509026,0.0094709,0.0148309,0.0238825,EJ
China,nuclearFuelGenII,enrichedUranium,nuclearFuelGenII,enrichedUranium,0,0.573922,0.798697,1.84533,EJ
China,nuclearFuelGenIII,enrichedUranium,nuclearFuelGenIII,enrichedUranium,0,0,0,0,EJ
China,other industrial energy use,biomass,other industrial energy use,biomass,1.66E-04,1.69E-04,1.37E-04,2.44E-04,EJ
China,other industrial energy use,coal,other industrial energy use,coal,3.8619,6.92772,8.47426,6.6376,EJ
China,other industrial energy use,district heat,other industrial energy use,district heat,0.321401,1.12701,1.3974,1.65824,EJ
China,other industrial energy use,electricity,other industrial energy use,electricity,0.650047,1.95743,3.48188,4.95245,EJ
China,other industrial energy use,gas,electricity,gas cogen,0,0,3.32E-04,3.64E-04,EJ
China,other industrial energy use,gas,other industrial energy use,gas,0.0596292,0.210299,1.03223,1.07316,EJ
China,other industrial energy use,gas,other industrial energy use,gas cogen,0,0,8.03E-04,8.86E-04,EJ
China,other industrial energy use,hydrogen,electricity,hydrogen cogen,0,0,0,0,EJ
China,other industrial energy use,hydrogen,other industrial energy use,hydrogen,0,0,0,0,EJ
China,other industrial energy use,hydrogen,other industrial energy use,hydrogen cogen,0,0,0,0,EJ
China,other industrial energy use,refined liquids,other industrial energy use,refined liquids,0.660889,1.63749,1.49545,1.0598,EJ
China,other industrial feedstocks,coal,other industrial feedstocks,coal,0.555407,0.445596,0.674337,1.38619,EJ
China,other industrial feedstocks,refined liquids,other industrial feedstocks,refined liquids,0.155953,0.693929,0.57291,0.529635,EJ
China,other industry,other industry,other industry,other industry,6.26539,12.9996,17.1294,17.2982,EJ
China,process heat cement,coal,process heat cement,coal,0.900867,3.53565,5.60244,5.60244,EJ
China,process heat cement,hydrogen,process heat cement,hydrogen,0,0,0,0,EJ
China,process heat cement,refined liquids,process heat cement,refined liquids,0.0575021,0.22568,0.357602,0.357602,EJ
China,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,refined liquids bunkers,0.226591,0.977808,1.86773,2.01176,EJ
China,refined liquids enduse,refined liquids enduse,refined liquids enduse,refined liquids enduse,0.323415,1.1765,1.50647,2.16692,EJ
China,refined liquids industrial,refined liquids industrial,refined liquids industrial,refined liquids industrial,2.74156,5.5399,7.06267,7.56826,EJ
China,refined liquids transport,refined liquids transport,refined liquids transport,refined liquids transport,1.09053,5.58213,7.72709,10.9145,EJ
China,refining,biomass liquids,refining,BTL with hydrogen,0,0,0,0,EJ
China,refining,biomass liquids,refining,FT biofuels,0,0,0,0,EJ
China,refining,biomass liquids,refining,biodiesel,0,0.00184169,0.0233564,0.0296357,EJ
China,refining,biomass liquids,refining,cellulosic ethanol,0,0,0,0,EJ
China,refining,biomass liquids,refining,corn ethanol,0,0.027333,0.0493079,0.0616153,EJ
China,refining,coal to liquids,refining,coal to liquids,0,0,0.0277514,0.0838421,EJ
China,refining,gas to liquids,refining,gas to liquids,0,0,0,0,EJ
China,refining,oil refining,oil-credits,oil refining,4.90479,13.7691,18.2187,22.5893,EJ
China,refining,oil refining,refining,oil refining,4.90479,13.7691,18.2187,22.5893,EJ
China,regional biomass,regional biomass,regional biomass,regional biomass,7.05E-04,0.289471,0.930377,1.40042,EJ
China,regional biomassOil,regional biomassOil,regional biomassOil,Soybean,0,0.0018986,0.0240781,0.0305514,EJ
China,regional coal,domestic coal,regional coal,domestic coal,21.0222,51.4013,70.8242,77.4388,EJ
China,regional coal,imported coal,regional coal,imported coal,0,0.367368,2.63606,5.93667,EJ
China,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,0,0.027333,0.0493079,0.0616153,EJ
China,regional natural gas,domestic natural gas,regional natural gas,domestic natural gas,0.475348,1.49764,3.40233,4.64632,EJ
China,regional natural gas,imported natural gas,regional natural gas,imported natural gas,0,0,0.908349,1.82977,EJ
China,regional oil,domestic crude oil,regional oil,domestic crude oil,5.20491,7.63076,8.78354,8.99257,EJ
China,regional oil,imported crude oil,regional oil,imported crude oil,0,6.84291,11.0453,15.4982,EJ
China,resid cooling,electricity,resid cooling,electricity,0.0349132,0.438799,0.821838,1.28212,EJ
China,resid heating,coal,resid heating,coal,0.683135,0.463883,0.444505,0.457339,EJ
China,resid heating,district heat,resid heating,district heat,0.0534501,0.321959,0.428038,0.616098,EJ
China,resid heating,electricity,resid heating,electricity,2.25E-04,0.00262212,0.00479024,0.00728919,EJ
China,resid heating,gas,resid heating,gas,0.0245455,0.174979,0.41626,0.598278,EJ
China,resid heating,gas,resid heating,hydrogen,0,0,0,0,EJ
China,resid heating,refined liquids,resid heating,refined liquids,0.0133439,0.0853183,0.109407,0.180594,EJ
China,resid heating,traditional biomass,resid heating,traditional biomass,0.452214,0.386673,0.277347,0.207707,EJ
China,resid others,biomass,N/A,biomass,1.27E-05,2.33E-05,3.37E-05,4.28E-05,EJ
China,resid others,biomass,resid others,biomass,5.58E-06,1.08E-05,1.62E-05,2.14E-05,EJ
China,resid others,coal,N/A,coal,0.773802,0.496634,0.457969,0.454266,EJ
China,resid others,coal,resid others,coal,0.45146,0.306564,0.293758,0.302239,EJ
China,resid others,district heat,N/A,district heat,0.00447791,0.0258998,0.0332918,0.0464127,EJ
China,resid others,district heat,resid others,district heat,0.00593887,0.0357732,0.0475597,0.0684554,EJ
China,resid others,electricity,resid others,electricity,0.0529029,0.635769,1.1731,1.80298,EJ
China,resid others,gas,N/A,gas,0.0180188,0.119658,0.272475,0.375636,EJ
China,resid others,gas,N/A,hydrogen,0,0,0,0,EJ
China,resid others,gas,resid others,gas,0.0156142,0.11131,0.264796,0.380584,EJ
China,resid others,gas,resid others,hydrogen,0,0,0,0,EJ
China,resid others,refined liquids,resid others,refined liquids,0.0454936,0.290879,0.373006,0.615704,EJ
China,resid others,traditional biomass,resid others,traditional biomass,0.466106,0.398552,0.285867,0.214088,EJ
China,wholesale gas,wholesale gas,wholesale gas,wholesale gas,0.381487,0.816028,1.98556,2.40407,EJ
Europe_Non_EU,H2 industrial,H2 delivery,H2 industrial,H2 delivery,0,0,0,0,EJ
Europe_Non_EU,H2 industrial,forecourt production,H2 industrial,electrolysis,0,0,0,0,EJ
Europe_Non_EU,delivered biomass industry,delivered biomass industry,delivered biomass industry,delivered biomass industry,0.0199752,0.0301073,0.0367417,0.0366698,EJ
Europe_Non_EU,delivered coal industry,delivered coal industry,delivered coal industry,delivered coal industry,0.3844,0.500227,0.501274,0.493321,EJ
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,elect_td_ind,0.20137,0.298068,0.383556,0.446755,EJ
Europe_Non_EU,refined liquids industrial,refined liquids industrial,refined liquids industrial,refined liquids industrial,0.616851,0.620411,0.667714,0.552186,EJ
Europe_Non_EU,wholesale gas,wholesale gas,wholesale gas,wholesale gas,0.144718,0.305881,0.443074,0.550383,EJ
